DateTime,Detector_ID,Lane,hour,day,dayofweek,month,year,is_weekend,Direction
2024-10-01 04:00:00,0.0,66.532074,69.255936,-3.3328254,9.105,-6.9000525,-3.0580382,-1.449105,-2.1311677
2024-10-01 06:00:00,0.0,-21.129114,104.38021,-1.054211,22.064825,2.9408598,-1.9862225,4.4671474,-10.070006
2024-10-01 09:00:00,0.0,-2.3852565,-109.234764,-1.5378755,9.351986,-5.1354065,-1.6104661,0.49281684,1.8924214
2024-10-01 12:00:00,0.0,-5.7014046,-111.25125,-1.4874331,4.4895477,0.2797126,-0.8662589,0.4035994,2.2828093
2024-10-01 12:00:00,0.0,-1.6289756,170.5588,4.3077645,22.810238,9.234808,1.9470613,5.2241426,-7.8032656
2024-10-01 13:00:00,0.0,-4.530618,-102.97804,-4.533211,7.7269845,3.8896303,-0.30955982,0.4535027,1.9850758
2024-10-01 16:00:00,0.0,-13.056608,97.75367,-0.28069863,13.313629,-8.848377,-0.78143746,1.3938141,-4.062469
2024-10-01 20:00:00,0.0,-46.99252,30.18956,2.2785172,3.8015668,0.09070766,-1.2012748,0.8871869,-15.305411
2024-10-01 21:00:00,0.0,-39.55183,-43.50487,-2.6850505,0.85681826,4.600446,0.26716694,0.6686945,-9.05712
2024-10-01 23:00:00,0.0,-20.941008,-95.97636,-5.335115,-11.138904,-14.395696,-6.522793,0.17355476,-5.349133
2024-10-02 00:00:00,0.0,-22.084587,-110.59501,2.7931092,2.0255525,-11.537626,-4.3826733,0.24323905,-2.4971614
2024-10-02 00:00:00,0.0,-39.82178,-54.00242,-6.0125127,-15.8165655,-3.7122426,-4.2434716,-5.2838807,-9.655846
2024-10-02 01:00:00,0.0,-17.730179,-27.823446,-3.8361247,-13.692616,5.67413,-0.4642602,0.7024847,-8.612857
2024-10-02 03:00:00,0.0,-8.210814,67.69548,4.575269,-84.97716,15.350412,1.4956135,-38.213318,-10.318547
2024-10-02 04:00:00,0.0,-0.3308612,110.826515,-1.7409652,19.570198,-3.119376,-3.036535,3.814999,-9.697221
